"","answers.0.subid","answers.0.itemid","answers.0.audioid","answers.0.trialnum","answers.0.age","answers.0.target","answers.0.leftpic","answers.0.rightpic","answers.0.person","answers.0.side","answers.0.chosenpic","answers.0.correct","answers.0.date","answers.0.timestamp","answers.0.reactiontime","answers.0.occurrence","answers.1.subid","answers.1.itemid","answers.1.audioid","answers.1.trialnum","answers.1.age","answers.1.target","answers.1.leftpic","answers.1.rightpic","answers.1.person","answers.1.side","answers.1.chosenpic","answers.1.correct","answers.1.date","answers.1.timestamp","answers.1.reactiontime","answers.1.occurrence","answers.2.subid","answers.2.itemid","answers.2.audioid","answers.2.trialnum","answers.2.age","answers.2.target","answers.2.leftpic","answers.2.rightpic","answers.2.person","answers.2.side","answers.2.chosenpic","answers.2.correct","answers.2.date","answers.2.timestamp","answers.2.reactiontime","answers.2.occurrence","answers.3.subid","answers.3.itemid","answers.3.audioid","answers.3.trialnum","answers.3.age","answers.3.target","answers.3.leftpic","answers.3.rightpic","answers.3.person","answers.3.side","answers.3.chosenpic","answers.3.correct","answers.3.date","answers.3.timestamp","answers.3.reactiontime","answers.3.occurrence","answers.4.subid","answers.4.itemid","answers.4.audioid","answers.4.trialnum","answers.4.age","answers.4.target","answers.4.leftpic","answers.4.rightpic","answers.4.person","answers.4.side","answers.4.chosenpic","answers.4.correct","answers.4.date","answers.4.timestamp","answers.4.reactiontime","answers.4.occurrence","answers.5.subid","answers.5.itemid","answers.5.audioid","answers.5.trialnum","answers.5.age","answers.5.target","answers.5.leftpic","answers.5.rightpic","answers.5.person","answers.5.side","answers.5.chosenpic","answers.5.correct","answers.5.date","answers.5.timestamp","answers.5.reactiontime","answers.5.occurrence","answers.6.subid","answers.6.itemid","answers.6.audioid","answers.6.trialnum","answers.6.age","answers.6.target","answers.6.leftpic","answers.6.rightpic","answers.6.person","answers.6.side","answers.6.chosenpic","answers.6.correct","answers.6.date","answers.6.timestamp","answers.6.reactiontime","answers.6.occurrence","answers.7.subid","answers.7.itemid","answers.7.audioid","answers.7.trialnum","answers.7.age","answers.7.target","answers.7.leftpic","answers.7.rightpic","answers.7.person","answers.7.side","answers.7.chosenpic","answers.7.correct","answers.7.date","answers.7.timestamp","answers.7.reactiontime","answers.7.occurrence","answers.8.subid","answers.8.itemid","answers.8.audioid","answers.8.trialnum","answers.8.age","answers.8.target","answers.8.leftpic","answers.8.rightpic","answers.8.person","answers.8.side","answers.8.chosenpic","answers.8.correct","answers.8.date","answers.8.timestamp","answers.8.reactiontime","answers.8.occurrence","answers.9.subid","answers.9.itemid","answers.9.audioid","answers.9.trialnum","answers.9.age","answers.9.target","answers.9.leftpic","answers.9.rightpic","answers.9.person","answers.9.side","answers.9.chosenpic","answers.9.correct","answers.9.date","answers.9.timestamp","answers.9.reactiontime","answers.9.occurrence","answers.10.subid","answers.10.itemid","answers.10.audioid","answers.10.trialnum","answers.10.age","answers.10.target","answers.10.leftpic","answers.10.rightpic","answers.10.person","answers.10.side","answers.10.chosenpic","answers.10.correct","answers.10.date","answers.10.timestamp","answers.10.reactiontime","answers.10.occurrence"
"213","3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"65_34",0,"mturk","A1","A1","D1","parent","L","A1",TRUE,"7/8/2020","13:41:48",2402,2,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"28_37",1,"mturk","B1","B1","C1","child","L","B1",TRUE,"7/8/2020","13:41:48",356,2,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"70_04",2,"mturk","C1","E1","C1","child","R","C1",TRUE,"7/8/2020","13:41:48",1106,1,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"57_31",3,"mturk","D1","F1","D1","child","R","D1",TRUE,"7/8/2020","13:41:48",1332,2,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"58_03",4,"mturk","E1","I1","E1","parent","R","E1",TRUE,"7/8/2020","13:41:48",1395,1,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"68_07",5,"mturk","F1","F1","B1","parent","L","F1",TRUE,"7/8/2020","13:41:48",1601,1,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"60_10",6,"mturk","G1","E1","G1","child","L","E1",FALSE,"7/8/2020","13:41:48",852,1,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"37_35",7,"mturk","H1","A1","H1","child","R","H1",TRUE,"7/8/2020","13:41:48",2194,2,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"11_10",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","13:41:48",318,1,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"14_39",9,"mturk","K1","F1","K1","child","R","K1",TRUE,"7/8/2020","13:41:48",79,2,"3030-8282ccef-4d65-4f81-ad53-16efab009fa8",7,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:41:48",1277,"check"
"214","6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"43_03",0,"mturk","A1","A1","K1","parent","L","A1",TRUE,"7/8/2020","10:37:25",4266,1,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"62_03",1,"mturk","B1","K1","B1","parent","R","B1",TRUE,"7/8/2020","10:37:25",3139,1,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"48_03",2,"mturk","C1","C1","H1","parent","R","H1",FALSE,"7/8/2020","10:37:25",7864,1,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"32_04",3,"mturk","D1","D1","H1","child","L","D1",TRUE,"7/8/2020","10:37:25",1851,1,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"14_02",4,"mturk","E1","H1","E1","child","R","E1",TRUE,"7/8/2020","10:37:25",5409,1,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"36_33",5,"mturk","F1","F1","K1","child","R","K1",FALSE,"7/8/2020","10:37:25",3819,2,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"58_37",6,"mturk","G1","G1","C1","child","L","G1",TRUE,"7/8/2020","10:37:25",3474,2,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"12_33",7,"mturk","H1","D1","H1","child","R","H1",TRUE,"7/8/2020","10:37:25",1523,2,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"45_34",8,"mturk","I1","I1","E1","parent","L","I1",TRUE,"7/8/2020","10:37:25",1465,2,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"60_34",9,"mturk","K1","K1","A1","parent","L","K1",TRUE,"7/8/2020","10:37:25",4063,2,"6018-9be2ac8a-3d8e-4faa-b34d-5feee83e6441",43,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:37:25",1782,"check"
"215","6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"21_08",0,"mturk","A1","D1","A1","child","R","A1",TRUE,"7/8/2020","11:20:25",6310,1,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"44_08",1,"mturk","B1","K1","B1","child","R","B1",TRUE,"7/8/2020","11:20:25",1112,1,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"73_04",2,"mturk","C1","C1","H1","child","L","C1",TRUE,"7/8/2020","11:20:25",2118,1,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"46_31",3,"mturk","D1","D1","E1","child","R","E1",FALSE,"7/8/2020","11:20:25",87482,2,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"72_35",4,"mturk","E1","A1","E1","child","R","E1",TRUE,"7/8/2020","11:20:25",2975,2,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"31_32",5,"mturk","F1","F1","K1","parent","R","K1",FALSE,"7/8/2020","11:20:25",3746,2,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"21_36",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","11:20:25",5040,2,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"27_38",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","11:20:25",1586,2,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"30_05",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","11:20:25",1243,1,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"67_05",9,"mturk","K1","A1","K1","parent","L","A1",FALSE,"7/8/2020","11:20:25",5343,1,"6537-2b33ac6a-3117-4a3a-8111-6d5fd503e670",48,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:20:25",2459,"check"
"216","7518-11923192-0553-4dde-b64a-30af34af46e9",35,"74_05",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","13:36:55",2888,1,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"49_09",1,"mturk","B1","B1","K1","parent","L","B1",TRUE,"7/8/2020","13:36:55",28,1,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"17_05",2,"mturk","C1","E1","C1","parent","R","C1",TRUE,"7/8/2020","13:36:55",608,1,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"31_04",3,"mturk","D1","F1","D1","child","R","D1",TRUE,"7/8/2020","13:36:55",446,1,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"70_10",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","13:36:55",1467,1,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"09_31",5,"mturk","F1","B1","F1","child","R","F1",TRUE,"7/8/2020","13:36:55",961,2,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"20_32",6,"mturk","G1","G1","K1","parent","L","G1",TRUE,"7/8/2020","13:36:55",790,2,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"48_31",7,"mturk","H1","H1","C1","child","L","H1",TRUE,"7/8/2020","13:36:55",144,2,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"33_32",8,"mturk","I1","I1","C1","parent","L","I1",TRUE,"7/8/2020","13:36:55",455,2,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"09_32",9,"mturk","K1","B1","K1","parent","R","K1",TRUE,"7/8/2020","13:36:55",919,2,"7518-11923192-0553-4dde-b64a-30af34af46e9",35,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:36:55",255,"check"
"217","4435-9367ce81-36be-4299-b84a-db34686a5595",58,"44_37",0,"mturk","A1","K1","A1","child","R","A1",TRUE,"7/8/2020","14:04:53",6527,2,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"32_32",1,"mturk","B1","B1","I1","parent","L","B1",TRUE,"7/8/2020","14:04:53",1287,2,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"37_32",2,"mturk","C1","C1","I1","parent","L","C1",TRUE,"7/8/2020","14:04:53",632,2,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"36_07",3,"mturk","D1","E1","D1","parent","R","D1",TRUE,"7/8/2020","14:04:53",508,1,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"33_05",4,"mturk","E1","E1","B1","parent","L","E1",TRUE,"7/8/2020","14:04:53",838,1,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"04_10",5,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","14:04:53",1530,1,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"49_08",6,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","14:04:53",790,1,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"58_04",7,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","14:04:53",1874,1,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"62_33",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","14:04:53",1340,2,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"64_35",9,"mturk","K1","A1","K1","child","R","K1",TRUE,"7/8/2020","14:04:53",1156,2,"4435-9367ce81-36be-4299-b84a-db34686a5595",58,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:04:53",1193,"check"
"218","6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"73_35",0,"mturk","A1","A1","I1","child","L","A1",TRUE,"7/8/2020","14:53:51",1247,2,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"34_39",1,"mturk","B1","B1","C1","child","L","B1",TRUE,"7/8/2020","14:53:51",917,2,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"67_39",2,"mturk","C1","E1","C1","child","R","C1",TRUE,"7/8/2020","14:53:51",692,2,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"04_09",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","14:53:51",851,1,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"62_40",4,"mturk","E1","E1","I1","parent","L","E1",TRUE,"7/8/2020","14:53:51",8919,2,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"71_03",5,"mturk","F1","F1","K1","parent","L","F1",TRUE,"7/8/2020","14:53:51",6810,1,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"33_02",6,"mturk","G1","G1","C1","child","L","G1",TRUE,"7/8/2020","14:53:51",1103,1,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"15_01",7,"mturk","H1","C1","H1","parent","R","H1",TRUE,"7/8/2020","14:53:51",467,1,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"39_08",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","14:53:51",3413,1,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"40_33",9,"mturk","K1","K1","F1","child","L","K1",TRUE,"7/8/2020","14:53:51",893,2,"6105-70189527-b937-4af5-9e31-fba52cf2eb47",2,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:53:51",126,"check"
"219","5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"09_08",0,"mturk","A1","K1","A1","child","L","K1",FALSE,"7/8/2020","11:12:19",5842,1,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"53_04",1,"mturk","B1","B1","D1","child","L","B1",TRUE,"7/8/2020","11:12:19",3739,1,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"46_32",2,"mturk","C1","I1","C1","parent","R","C1",TRUE,"7/8/2020","11:12:19",1909,2,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"61_07",3,"mturk","D1","K1","D1","parent","L","K1",FALSE,"7/8/2020","11:12:19",5865,1,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"09_33",4,"mturk","E1","I1","E1","child","R","E1",TRUE,"7/8/2020","11:12:19",7046,2,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"11_39",5,"mturk","F1","F1","C1","child","R","C1",FALSE,"7/8/2020","11:12:19",13557,2,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"51_34",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","11:12:19",24453,2,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"57_09",7,"mturk","H1","H1","A1","parent","R","A1",FALSE,"7/8/2020","11:12:19",2129,1,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"55_36",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","11:12:19",6655,2,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"54_02",9,"mturk","K1","K1","F1","child","R","F1",FALSE,"7/8/2020","11:12:19",556,1,"5808-a7ceb7d1-c897-4385-a307-e12824e80d8b",12,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:12:19",1960,"check"
"220","1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"14_36",0,"mturk","A1","D1","A1","parent","R","A1",TRUE,"7/8/2020","11:01:33",2533,2,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"62_39",1,"mturk","B1","B1","D1","child","L","B1",TRUE,"7/8/2020","11:01:33",1526,2,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"57_35",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","11:01:33",3867,2,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"68_36",3,"mturk","D1","K1","D1","parent","R","D1",TRUE,"7/8/2020","11:01:33",1896,2,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"26_38",4,"mturk","E1","I1","E1","parent","R","E1",TRUE,"7/8/2020","11:01:33",675,2,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"21_09",5,"mturk","F1","F1","B1","parent","L","F1",TRUE,"7/8/2020","11:01:33",3138,1,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"30_01",6,"mturk","G1","C1","G1","parent","R","G1",TRUE,"7/8/2020","11:01:33",1795,1,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"51_07",7,"mturk","H1","E1","H1","parent","R","H1",TRUE,"7/8/2020","11:01:33",2645,1,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"28_02",8,"mturk","I1","E1","I1","child","R","I1",TRUE,"7/8/2020","11:01:33",4154,1,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"36_08",9,"mturk","K1","D1","K1","child","R","K1",TRUE,"7/8/2020","11:01:33",2941,1,"1366-97d93a96-2af7-41e9-b3ba-8521837e80b6",69,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:01:33",1317,"check"
"221","2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"65_08",0,"mturk","A1","I1","A1","child","R","A1",TRUE,"7/8/2020","13:36:58",782,1,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"74_04",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","13:36:58",790,1,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"40_02",2,"mturk","C1","H1","C1","child","R","C1",TRUE,"7/8/2020","13:36:58",993,1,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"66_37",3,"mturk","D1","D1","H1","child","L","D1",TRUE,"7/8/2020","13:36:58",890,2,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"16_31",4,"mturk","E1","E1","B1","child","L","E1",TRUE,"7/8/2020","13:36:58",891,2,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"58_34",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","13:36:58",612,2,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"69_32",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","13:36:58",355,2,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"60_40",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","13:36:58",745,2,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"52_07",8,"mturk","I1","E1","I1","parent","R","I1",TRUE,"7/8/2020","13:36:58",1004,1,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"10_05",9,"mturk","K1","D1","K1","parent","R","K1",TRUE,"7/8/2020","13:36:58",457,1,"2553-3f3396e5-2937-403c-b90a-3cb4c8f16b75",64,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:36:58",371,"check"
"222","1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"35_01",0,"mturk","A1","H1","A1","parent","R","A1",TRUE,"7/8/2020","13:46:45",1094,1,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"65_03",1,"mturk","B1","K1","B1","parent","R","B1",TRUE,"7/8/2020","13:46:45",1956,1,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"44_05",2,"mturk","C1","C1","A1","parent","L","C1",TRUE,"7/8/2020","13:46:45",678,1,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"65_02",3,"mturk","D1","E1","D1","child","R","D1",TRUE,"7/8/2020","13:46:45",1235,1,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"26_06",4,"mturk","E1","B1","E1","child","R","E1",TRUE,"7/8/2020","13:46:45",3376,1,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"55_35",5,"mturk","F1","G1","F1","child","R","F1",TRUE,"7/8/2020","13:46:45",1036,2,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"10_33",6,"mturk","G1","G1","C1","child","L","G1",TRUE,"7/8/2020","13:46:45",4121,2,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"64_39",7,"mturk","H1","A1","H1","child","R","H1",TRUE,"7/8/2020","13:46:45",6935,2,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"66_32",8,"mturk","I1","I1","C1","parent","L","I1",TRUE,"7/8/2020","13:46:45",432,2,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"72_38",9,"mturk","K1","A1","K1","parent","R","K1",TRUE,"7/8/2020","13:46:45",3461,2,"1946-8b08421d-0476-4ad3-ad66-9300a16bcf47",47,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:46:45",515,"check"
"223","6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"60_07",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","12:36:31",1835,1,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"13_03",1,"mturk","B1","B1","I1","parent","L","B1",TRUE,"7/8/2020","12:36:31",605,1,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"65_09",2,"mturk","C1","H1","C1","parent","R","C1",TRUE,"7/8/2020","12:36:31",460,1,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"43_05",3,"mturk","D1","F1","D1","parent","R","D1",TRUE,"7/8/2020","12:36:31",947,1,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"38_10",4,"mturk","E1","E1","A1","child","L","E1",TRUE,"7/8/2020","12:36:31",2235,1,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"43_31",5,"mturk","F1","F1","K1","child","L","F1",TRUE,"7/8/2020","12:36:31",848,2,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"48_32",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","12:36:31",925,2,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"42_39",7,"mturk","H1","D1","H1","child","R","H1",TRUE,"7/8/2020","12:36:31",527,2,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"61_40",8,"mturk","I1","I1","A1","parent","L","I1",TRUE,"7/8/2020","12:36:31",1495,2,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"33_40",9,"mturk","K1","K1","D1","parent","L","K1",TRUE,"7/8/2020","12:36:31",369,2,"6565-ffaa16fb-0d60-4c14-a327-ee21e4c6c522",23,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:36:31",479,"check"
"224","4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"52_32",0,"mturk","A1","I1","A1","parent","R","A1",TRUE,"7/8/2020","10:41:34",3797,2,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"64_36",1,"mturk","B1","I1","B1","parent","L","I1",FALSE,"7/8/2020","10:41:34",4324,2,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"28_06",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","10:41:34",3982,1,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"59_39",3,"mturk","D1","D1","K1","child","L","D1",TRUE,"7/8/2020","10:41:34",4122,2,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"18_05",4,"mturk","E1","A1","E1","parent","L","A1",FALSE,"7/8/2020","10:41:34",3735,1,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"75_01",5,"mturk","F1","B1","F1","parent","L","B1",FALSE,"7/8/2020","10:41:34",3682,1,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"26_02",6,"mturk","G1","G1","K1","child","R","K1",FALSE,"7/8/2020","10:41:34",7222,1,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"57_37",7,"mturk","H1","E1","H1","child","L","E1",FALSE,"7/8/2020","10:41:34",2142,2,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"72_06",8,"mturk","I1","C1","I1","child","R","I1",TRUE,"7/8/2020","10:41:34",3177,1,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"12_38",9,"mturk","K1","K1","F1","parent","L","K1",TRUE,"7/8/2020","10:41:34",2492,2,"4121-1fbf6000-5542-4eae-9344-ac5a2932e48e",9,"finalcheck",10,"mturk","A1","A1","B1","check","R","B1",FALSE,"7/8/2020","10:41:34",2516,"check"
"225","2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"42_31",0,"mturk","A1","A1","K1","child","L","A1",TRUE,"7/8/2020","13:37:16",1479,2,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"65_37",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","13:37:16",3038,2,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"32_31",2,"mturk","C1","A1","C1","child","R","C1",TRUE,"7/8/2020","13:37:16",2536,2,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"74_34",3,"mturk","D1","D1","K1","parent","R","K1",FALSE,"7/8/2020","13:37:16",2870,2,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"34_32",4,"mturk","E1","E1","H1","parent","L","E1",TRUE,"7/8/2020","13:37:16",2507,2,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"64_01",5,"mturk","F1","K1","F1","parent","R","F1",TRUE,"7/8/2020","13:37:16",4740,1,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"36_05",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","13:37:16",3076,1,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"40_07",7,"mturk","H1","C1","H1","parent","R","H1",TRUE,"7/8/2020","13:37:16",3349,1,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"34_06",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","13:37:16",4167,1,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"75_04",9,"mturk","K1","K1","F1","child","L","K1",TRUE,"7/8/2020","13:37:16",2946,1,"2742-2d1ee92c-a6e8-48bf-9347-2bd86c895b08",89,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:37:16",3445,"check"
